InsertionSort;100;5619;2809;0,0002
InsertionSort;100;5619;2809;0,000205
InsertionSort;100;5619;2809;0,000187
InsertionSort;100;5619;2809;0,000188
InsertionSort;100;5619;2809;0,000183
InsertionSort;100;5619;2809;0,000184
InsertionSort;100;5619;2809;0,000182
InsertionSort;100;5619;2809;0,000182
InsertionSort;100;5619;2809;0,000182
InsertionSort;100;5619;2809;0,000182
InsertionSort;200;21935;10967;0,000701
InsertionSort;200;21935;10967;0,0007
InsertionSort;200;21935;10967;0,000712
InsertionSort;200;21935;10967;0,000469
InsertionSort;200;21935;10967;0,000158
InsertionSort;200;21935;10967;0,000174
InsertionSort;200;21935;10967;0,000152
InsertionSort;200;21935;10967;0,000141
InsertionSort;200;21935;10967;0,000218
InsertionSort;200;21935;10967;0,000141
InsertionSort;300;44887;22443;0,000307
InsertionSort;300;44887;22443;0,000285
InsertionSort;300;44887;22443;0,000283
InsertionSort;300;44887;22443;0,000372
InsertionSort;300;44887;22443;0,000478
InsertionSort;300;44887;22443;0,000381
InsertionSort;300;44887;22443;0,000514
InsertionSort;300;44887;22443;0,000507
InsertionSort;300;44887;22443;0,000497
InsertionSort;300;44887;22443;0,000401
InsertionSort;400;81517;40758;0,000956
InsertionSort;400;81517;40758;0,000985
InsertionSort;400;81517;40758;0,000374
InsertionSort;400;81517;40758;0,000427
InsertionSort;400;81517;40758;0,000444
InsertionSort;400;81517;40758;0,000434
InsertionSort;400;81517;40758;0,000437
InsertionSort;400;81517;40758;0,000417
InsertionSort;400;81517;40758;0,000437
InsertionSort;400;81517;40758;0,000444
InsertionSort;500;118955;59477;0,003492
InsertionSort;500;118955;59477;0,000101
InsertionSort;500;118955;59477;0,000096
InsertionSort;500;118955;59477;0,000165
InsertionSort;500;118955;59477;0,00018
InsertionSort;500;118955;59477;0,00018
InsertionSort;500;118955;59477;0,000171
InsertionSort;500;118955;59477;0,00018
InsertionSort;500;118955;59477;0,000177
InsertionSort;500;118955;59477;0,000098
InsertionSort;600;173171;86585;0,000265
InsertionSort;600;173171;86585;0,000256
InsertionSort;600;173171;86585;0,000263
InsertionSort;600;173171;86585;0,00014
InsertionSort;600;173171;86585;0,000143
InsertionSort;600;173171;86585;0,000138
InsertionSort;600;173171;86585;0,000138
InsertionSort;600;173171;86585;0,000225
InsertionSort;600;173171;86585;0,000139
InsertionSort;600;173171;86585;0,000138
InsertionSort;700;241629;120814;0,0002
InsertionSort;700;241629;120814;0,000192
InsertionSort;700;241629;120814;0,000227
InsertionSort;700;241629;120814;0,000189
InsertionSort;700;241629;120814;0,00019
InsertionSort;700;241629;120814;0,00019
InsertionSort;700;241629;120814;0,000191
